gpu,batch,num_heads,num_kv_heads,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,16,merge,6.87999976798892,8.63999966531992,0.8141042407668063,500,0.00048828125,0.9999955296516418,20260829
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,16,partial,12.032000347971916,12.256000190973282,0.5052930770367574,500,0.00048828125,0.9999955296516418,20260829
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,16,full,14.112000353634357,14.336000196635723,0.18514258200313238,500,0.00048828125,0.9999955296516418,20260829
