gpu,batch,num_heads,num_kv_heads,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,8,16,1,torch.float8_e4m3fn,16,partial,10.048000141978264,10.367999784648418,0.29004566038524116,500,0.00048828125,0.9999952912330627,20260829
NVIDIA B300 SXM6 AC,8,16,1,torch.float8_e4m3fn,16,full,12.095999903976917,12.35199999064207,0.20582858960969558,500,0.00048828125,0.9999952912330627,20260829
NVIDIA B300 SXM6 AC,8,16,1,torch.float8_e4m3fn,16,merge,6.688000168651342,7.199999876320362,0.6443241922062968,500,0.00048828125,0.9999952912330627,20260829
