gpu,batch,num_heads,num_kv_heads,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,16,full,14.14399966597557,14.368000440299511,0.23824699687451234,500,0.00048828125,0.9999955296516418,20260829
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,16,merge,6.816000211983919,7.040000054985285,0.6280312251475525,500,0.00048828125,0.9999955296516418,20260829
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,16,partial,12.06399966031313,12.35199999064207,0.42585402641003794,500,0.00048828125,0.9999955296516418,20260829
