gpu,batch,num_heads,num_kv_heads,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,1,16,1,torch.float8_e4m3fn,16,partial,8.191999979317188,9.216000325977802,0.6578764209769002,500,0.00048828125,0.9999946355819702,20260829
NVIDIA B300 SXM6 AC,1,16,1,torch.float8_e4m3fn,16,full,10.080000385642052,11.648000217974186,0.5083629688812568,500,0.00048828125,0.9999946355819702,20260829
NVIDIA B300 SXM6 AC,1,16,1,torch.float8_e4m3fn,16,merge,6.783999968320131,7.23200011998415,0.7278657524411372,500,0.00048828125,0.9999946355819702,20260829
