gpu,batch,num_heads,num_kv_heads,dtype,scale_mode,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,1,64,4,torch.float8_e4m3fn,per_token_head,16,full,12.06399966031313,12.28800043463707,0.20157059059119897,500,0.000244140625,0.9999938011169434,20260829
NVIDIA B300 SXM6 AC,1,64,4,torch.float8_e4m3fn,per_token_head,16,merge,6.816000211983919,7.135999854654074,0.5123128785507587,500,0.000244140625,0.9999938011169434,20260829
NVIDIA B300 SXM6 AC,1,64,4,torch.float8_e4m3fn,per_token_head,16,partial,10.015999898314476,10.27199998497963,0.23012803319488223,500,0.000244140625,0.9999938011169434,20260829
