gpu,batch,dtype,mode,num_chunks,median_us,p95_us,stdev_us,iterations
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,graph,4,28.9280004799366,29.311999678611755,0.3453449247851688,500
NVIDIA B300 SXM6 AC,8,torch.float8_e4m3fn,graph,8,20.67199908196926,20.959999412298203,0.6648594545143856,500
NVIDIA B300 SXM6 AC,4,torch.float8_e4m3fn,graph,16,14.62399959564209,14.976000413298607,0.3726801713869789,500
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,graph,16,10.463999584317207,11.19999960064888,0.344551297822565,500
