gpu,batch,dtype,mode,num_chunks,median_us,p95_us,stdev_us,iterations
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,graph,4,28.960000723600388,29.311999678611755,4.233057468086634,500
NVIDIA B300 SXM6 AC,8,torch.float8_e4m3fn,graph,8,20.735999569296837,20.99199965596199,0.9222479120768787,500
NVIDIA B300 SXM6 AC,4,torch.float8_e4m3fn,graph,16,14.688000082969666,14.976000413298607,0.5836438942126908,500
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,graph,16,10.528000071644783,10.975999757647514,0.4541719811237351,500
