gpu,batch,dtype,mode,num_chunks,median_us,p95_us,stdev_us,iterations
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,graph,4,28.991999104619026,29.40800040960312,0.34540213262758807,500
NVIDIA B300 SXM6 AC,8,torch.float8_e4m3fn,graph,8,20.735999569296837,20.99199965596199,0.609773455447707,500
NVIDIA B300 SXM6 AC,4,torch.float8_e4m3fn,graph,16,14.688000082969666,14.944000169634819,0.8485435860997982,500
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,graph,16,10.56000031530857,10.944000445306301,0.4706881594084197,500
