gpu,batch,dtype,mode,num_chunks,median_us,p95_us,stdev_us,iterations
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,graph,16,10.495999827980995,11.136000044643879,2.990485140316092,500
NVIDIA B300 SXM6 AC,4,torch.float8_e4m3fn,graph,16,14.655999839305878,14.944000169634819,0.3393161635662757,500
NVIDIA B300 SXM6 AC,8,torch.float8_e4m3fn,graph,8,20.767999812960625,21.088000386953354,0.4023852920705487,500
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,graph,4,28.896000236272812,29.311999678611755,0.5402502132959517,500
