gpu,batch,dtype,mode,num_chunks,median_us,p95_us,stdev_us,iterations
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,graph,16,10.623999871313572,11.872000060975552,5.365877165234272,500
NVIDIA B300 SXM6 AC,4,torch.float8_e4m3fn,graph,16,14.70400020480156,14.976000413298607,1.0289287086842884,500
NVIDIA B300 SXM6 AC,8,torch.float8_e4m3fn,graph,8,20.78399993479252,21.088000386953354,0.447715260552963,500
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,graph,4,29.023999348282814,29.56799976527691,0.42176719835413273,500
