gpu,batch,dtype,mode,num_chunks,median_us,p95_us,stdev_us,iterations
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,graph,4,29.055999591946602,29.85600009560585,5.937260526678746,500
NVIDIA B300 SXM6 AC,8,torch.float8_e4m3fn,graph,8,20.70399932563305,20.959999412298203,0.788807159572964,500
NVIDIA B300 SXM6 AC,4,torch.float8_e4m3fn,graph,16,14.655999839305878,14.976000413298607,0.3874702779624984,500
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,graph,16,10.688000358641148,11.807999573647976,0.5421089316628063,500
