gpu,batch,num_heads,num_kv_heads,dtype,scale_mode,num_chunks,runs,iterations_per_mode_per_run,mean_partial_us,mean_merge_only_us,mean_full_us,mean_incremental_merge_us,sample_std_incremental_merge_us,mean_eliminate_merge_upper_bound_pct,sample_std_upper_bound_pct,min_upper_bound_pct,max_upper_bound_pct
NVIDIA B300 SXM6 AC,1,16,1,torch.float8_e4m3fn,scalar,16,10,500,8.408000087365508,6.85119996778667,10.051200166344643,1.6432000789791346,0.3604680073482382,16.347033159771925,3.5794358460611946,11.78343636150961,20.31746641833863
NVIDIA B300 SXM6 AC,8,16,1,torch.float8_e4m3fn,scalar,16,10,500,10.011199954897165,7.017599977552891,12.039999896660447,2.028799941763282,0.1180100462559052,16.840974503504906,0.7763001534719717,14.66113701942401,17.195767379086863
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,scalar,16,10,500,12.060799822211266,7.033599866554141,14.14399966597557,2.083199843764305,0.018164488971560352,14.728506030550857,0.12842540582955747,14.479636668298763,14.932122227662546
