commit,graph_job,shape,batch,num_heads,num_kv_heads,chunks,scalar_partial_us,per_token_partial_us,partial_delta_us,partial_delta_pct,scalar_full_us,per_token_full_us,full_delta_us,full_delta_pct,scalar_merge_upper_bound_pct,per_token_merge_upper_bound_pct,per_token_max_abs_error,per_token_cosine_similarity
1410e42aaeac32704696d1ea8522f6d1b37102c9,11896,tp1,1,64,4,16,8.387200068682432,10.03200002014637,1.644799951463938,19.611,10.286400094628334,12.086399830877781,1.799999736249447,17.499,18.446618781750903,16.997528599111334,0.000244140625,0.9999938011169434
1410e42aaeac32704696d1ea8522f6d1b37102c9,11896,tp1,8,64,4,8,16.208000481128693,14.175999909639359,-2.032000571489334,-12.537,20.30720002949238,18.265599384903908,-2.041600644588472,-10.054,20.185916401315612,22.389600248291494,0.00048828125,0.9999936819076538
1410e42aaeac32704696d1ea8522f6d1b37102c9,11896,tp1,16,64,4,4,24.41279962658882,22.358400747179985,-2.054398879408836,-8.415,28.495999984443188,26.454400271177292,-2.041599713265896,-7.165,14.329009198094678,15.48322016653237,0.00048828125,0.9999935626983643
1410e42aaeac32704696d1ea8522f6d1b37102c9,11897,tp4,1,16,1,16,8.408000087365508,8.438399992883205,0.030399905517697,0.362,10.051200166344643,10.080000385642052,0.028800219297409,0.287,16.347033159771925,16.285717559070147,0.00048828125,0.9999932050704956
1410e42aaeac32704696d1ea8522f6d1b37102c9,11897,tp4,8,16,1,16,10.011199954897165,10.03200002014637,0.020800065249205,0.208,12.039999896660447,12.079999782145023,0.039999885484576,0.332,16.840974503504906,16.953600288519965,0.00048828125,0.9999935626983643
1410e42aaeac32704696d1ea8522f6d1b37102c9,11897,tp4,16,16,1,16,12.060799822211266,10.080000385642052,-1.980799436569214,-16.423,14.14399966597557,14.14399966597557,0.0,0.0,14.728506030550857,28.733027264627047,0.00048828125,0.9999938011169434
