commit,gpu,batch,num_heads,num_kv_heads,backend,component,execution,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,cutlass,metadata,eager,13.263999950140715,14.4640002399683,1.2448774414635968,500,0.00191497802734375,0.9996711015701294,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,cutlass,attention,eager,30.14400042593479,31.679999083280563,1.9861033689658847,500,0.00191497802734375,0.9996711015701294,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,cutlass,full,eager,38.30400109291077,45.471999794244766,2.663633709661949,500,0.00191497802734375,0.9996711015701294,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,triton,full,eager,38.656000047922134,44.92799937725067,2.0437723662161273,500,0.00048828125,0.9999946355819702,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,cutlass,metadata,graph,7.327999919652939,8.1599997356534,0.9496332965469285,500,0.00191497802734375,0.9996711015701294,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,cutlass,attention,graph,30.047999694943428,30.17600066959858,0.7499339759554544,500,0.00191497802734375,0.9996711015701294,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,cutlass,full,graph,30.079999938607216,30.432000756263733,0.25811929047757215,500,0.00191497802734375,0.9996711015701294,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,1,16,1,triton,full,graph,15.776000916957855,17.535999417304993,0.599633940270475,500,0.00048828125,0.9999946355819702,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,cutlass,metadata,eager,13.088000006973743,14.08000010997057,2.6004606189114963,500,0.0023193359375,0.9996933937072754,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,cutlass,attention,eager,31.568000093102455,34.04799848794937,1.7124259222403635,500,0.0023193359375,0.9996933937072754,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,cutlass,full,eager,39.264000952243805,46.49600014090538,2.7852598040161745,500,0.0023193359375,0.9996933937072754,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,triton,full,eager,38.975998759269714,46.08000069856644,2.2773322474465747,500,0.00048828125,0.9999949932098389,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,cutlass,metadata,graph,7.199999876320362,7.903999648988247,0.7925513804393365,500,0.0023193359375,0.9996933937072754,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,cutlass,attention,graph,30.112000182271004,30.432000756263733,0.22399226075284,500,0.0023193359375,0.9996933937072754,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,cutlass,full,graph,32.127998769283295,32.416000962257385,0.4795712687570515,500,0.0023193359375,0.9996933937072754,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,4,16,1,triton,full,graph,17.791999503970146,18.17600056529045,0.2817706842901075,500,0.00048828125,0.9999949932098389,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,cutlass,metadata,eager,13.151999562978745,13.98400031030178,1.2007575057870996,500,0.00225830078125,0.9997061491012573,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,cutlass,attention,eager,31.775999814271927,34.20799970626831,1.9092425745681005,500,0.00225830078125,0.9997061491012573,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,cutlass,full,eager,38.384001702070236,46.33599892258644,2.6162366233268504,500,0.00225830078125,0.9997061491012573,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,triton,full,eager,38.7520007789135,44.44799944758415,1.9475989622209084,500,0.00048828125,0.9999952912330627,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,cutlass,metadata,graph,7.040000054985285,7.935999892652035,0.9477877016057811,500,0.00225830078125,0.9997061491012573,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,cutlass,attention,graph,30.112000182271004,30.368000268936157,0.1992197257479467,500,0.00225830078125,0.9997061491012573,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,cutlass,full,graph,31.90400078892708,32.22399950027466,0.9110016377507631,500,0.00225830078125,0.9997061491012573,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,8,16,1,triton,full,graph,17.791999503970146,18.144000321626663,0.22912724008999302,500,0.00048828125,0.9999952912330627,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,cutlass,metadata,eager,13.120000250637531,15.32800029963255,1.7648437303029085,500,0.002197265625,0.9997074604034424,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,cutlass,attention,eager,32.09599852561951,34.272000193595886,2.149273060103807,500,0.002197265625,0.9997074604034424,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,cutlass,full,eager,39.32800143957138,45.56800052523613,3.2846608566412505,500,0.002197265625,0.9997074604034424,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,triton,full,eager,40.272001177072525,46.49600014090538,1.9899609703621912,500,0.00048828125,0.9999954104423523,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,cutlass,metadata,graph,6.976000033318996,8.0960001796484,0.89417017847476,500,0.002197265625,0.9997074604034424,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,cutlass,attention,graph,30.112000182271004,30.33600002527237,0.2023633268486544,500,0.002197265625,0.9997074604034424,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,cutlass,full,graph,32.127998769283295,32.3840007185936,0.2153543964050426,500,0.002197265625,0.9997074604034424,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,16,16,1,triton,full,graph,21.888000890612602,22.175999358296394,0.2017270441600471,500,0.00048828125,0.9999954104423523,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,cutlass,metadata,eager,13.135999906808138,14.047999866306782,1.2723972973650841,500,0.00244140625,0.9997106194496155,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,cutlass,attention,eager,32.3840007185936,34.272000193595886,1.8015579957064949,500,0.00244140625,0.9997106194496155,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,cutlass,full,eager,39.29600119590759,46.49600014090538,2.808147710139493,500,0.00244140625,0.9997106194496155,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,triton,full,eager,40.352001786231995,46.49600014090538,2.292365579769679,500,0.00048828125,0.999995231628418,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,cutlass,metadata,graph,7.071999832987785,8.031999692320824,1.0322688706077103,500,0.00244140625,0.9997106194496155,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,cutlass,attention,graph,30.079999938607216,30.432000756263733,0.24590511563324358,500,0.00244140625,0.9997106194496155,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,cutlass,full,graph,32.127998769283295,32.44800120592117,0.3059272664667262,500,0.00244140625,0.9997106194496155,20260829
fc8160616c7a,NVIDIA B300 SXM6 AC,32,16,1,triton,full,graph,32.127998769283295,32.416000962257385,0.20642134051276365,500,0.00048828125,0.999995231628418,20260829
