commit,gpu,batch,num_heads,num_kv_heads,effective_kv_len,backend,component,execution,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,metadata,eager,12.160000391304493,13.055999763309956,1.1050584815419682,500,0.0039825439453125,0.9997064471244812,20260837
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,attention,eager,34.20799970626831,35.32800078392029,1.8891230573673845,500,0.0039825439453125,0.9997064471244812,20260837
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,full,eager,36.25600039958954,43.296001851558685,5.396092675131712,500,0.0039825439453125,0.9997064471244812,20260837
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,triton,full,eager,38.24000060558319,44.38399896025658,2.308139806392881,500,0.00048828125,0.9999948740005493,20260837
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,metadata,graph,6.304000038653612,7.648000027984381,0.8556182782162266,500,0.0039825439453125,0.9997064471244812,20260837
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,attention,graph,32.15999901294708,32.32000023126602,0.18414626720027438,500,0.0039825439453125,0.9997064471244812,20260837
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,full,graph,32.15999901294708,34.20799970626831,0.736168915304298,500,0.0039825439453125,0.9997064471244812,20260837
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,triton,full,graph,36.25600039958954,38.30400109291077,0.7037539572444197,500,0.00048828125,0.9999948740005493,20260837
