gpu,batch,dtype,num_chunks,runs,iterations_per_mode_per_run,mean_partial_us,mean_merge_only_us,mean_full_us,mean_incremental_merge_us,sample_std_incremental_merge_us,mean_eliminate_merge_upper_bound_pct,sample_std_upper_bound_pct,min_upper_bound_pct,max_upper_bound_pct
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,16,10,500,8.262400049716234,6.820800038985908,10.279999952763319,2.017599903047085,0.20496245014084705,19.632128610441555,2.04018934715813,15.384616073463441,20.93749624833426
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,4,10,500,24.41279962658882,6.8512000143527985,28.495999984443188,4.083200357854366,0.01652405322612862,14.329009198094678,0.05130982721644941,14.269666536822164,14.382026939812757
