commit,gpu,batch,num_heads,num_kv_heads,effective_kv_len,backend,component,execution,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,metadata,eager,15.904000028967857,16.896000131964684,1.508760363992629,500,0.00344085693359375,0.9997115731239319,20260838
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,attention,eager,34.28800031542778,37.376001477241516,2.8932481581314704,500,0.00344085693359375,0.9997115731239319,20260838
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,full,eager,37.28000074625015,45.471999794244766,4.835512478863008,500,0.00344085693359375,0.9997115731239319,20260838
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,triton,full,eager,39.31200131773949,46.33599892258644,2.577818237790763,500,0.0009765625,0.9999949336051941,20260838
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,metadata,graph,6.399999838322401,7.007999811321497,0.815514237174515,500,0.00344085693359375,0.9997115731239319,20260838
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,attention,graph,32.15999901294708,32.416000962257385,0.2670893488635027,500,0.00344085693359375,0.9997115731239319,20260838
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,cutlass,full,graph,32.19199925661087,34.17599946260452,0.6881198375210319,500,0.00344085693359375,0.9997115731239319,20260838
3dbb4e609578,NVIDIA B300 SXM6 AC,64,16,1,1024,triton,full,graph,36.288000643253326,38.30400109291077,0.7016688844343342,500,0.0009765625,0.9999949336051941,20260838
