commit,gpu,batch,num_heads,num_kv_heads,backend,component,execution,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,cutlass,metadata,eager,12.223999947309494,13.088000006973743,1.348584282866661,500,0.002288818359375,0.9997016787528992,20260831
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,cutlass,attention,eager,27.35999971628189,32.54399821162224,2.48610619298822,500,0.002288818359375,0.9997016787528992,20260831
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,cutlass,full,eager,37.567999213933945,44.76799815893173,2.534053746134612,500,0.002288818359375,0.9997016787528992,20260831
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,triton,full,eager,38.59199956059456,45.75999826192856,2.2724628287659643,500,0.00048828125,0.999995231628418,20260831
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,cutlass,metadata,graph,6.783999968320131,7.135999854654074,0.8964487536145784,500,0.002288818359375,0.9997016787528992,20260831
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,cutlass,attention,graph,20.160000771284103,20.287999883294106,0.17167096866235085,500,0.002288818359375,0.9997016787528992,20260831
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,cutlass,full,graph,20.160000771284103,20.35200037062168,0.2654946346516388,500,0.002288818359375,0.9997016787528992,20260831
a51c14620c2e,NVIDIA B300 SXM6 AC,16,64,4,triton,full,graph,28.351999819278717,30.30399978160858,0.7137281028288172,500,0.00048828125,0.999995231628418,20260831
