gpu,batch,num_heads,num_kv_heads,dtype,scale_mode,num_chunks,runs,iterations_per_mode_per_run,mean_partial_us,mean_merge_only_us,mean_full_us,mean_incremental_merge_us,sample_std_incremental_merge_us,mean_eliminate_merge_upper_bound_pct,sample_std_upper_bound_pct,min_upper_bound_pct,max_upper_bound_pct
NVIDIA B300 SXM6 AC,1,16,1,torch.float8_e4m3fn,per_token_head,16,10,500,8.438399992883205,6.8671999499201775,10.080000385642052,1.6416003927588463,0.3783434379626225,16.285717559070147,3.7534069790466944,11.746037582929745,20.31746641833863
NVIDIA B300 SXM6 AC,8,16,1,torch.float8_e4m3fn,per_token_head,16,10,500,10.03200002014637,6.832000007852912,12.079999782145023,2.0479997619986534,0.015085059529524155,16.953600288519965,0.11623539366713101,16.710871809511797,17.195767379086863
NVIDIA B300 SXM6 AC,16,16,1,torch.float8_e4m3fn,per_token_head,16,10,500,10.080000385642052,6.825600052252412,14.14399966597557,4.063999280333519,0.0,28.733027264627047,0.0,28.733027264627047,28.733027264627047
