gpu,batch,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,16,full,10.304000228643417,12.095999903976917,0.9125831034128608,500,0.000244140625,0.9999952912330627,20260829
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,16,merge,6.752000190317631,7.135999854654074,0.626950062413427,500,0.000244140625,0.9999952912330627,20260829
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,16,partial,8.1599997356534,10.080000385642052,0.923329520360099,500,0.000244140625,0.9999952912330627,20260829
