gpu,batch,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,4,full,28.48000079393387,28.672000393271446,0.27518348434843515,500,0.00048828125,0.999995231628418,20260829
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,4,merge,6.688000168651342,7.23200011998415,0.7021631244548022,500,0.00048828125,0.999995231628418,20260829
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,4,partial,24.4159996509552,26.240000501275063,0.5626101402158519,500,0.00048828125,0.999995231628418,20260829
