gpu,batch,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,4,partial,24.4159996509552,26.240000501275063,0.6027705832093329,500,0.00048828125,0.999995231628418,20260829
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,4,full,28.48000079393387,28.704000636935234,0.2615980570684074,500,0.00048828125,0.999995231628418,20260829
NVIDIA B300 SXM6 AC,16,torch.float8_e4m3fn,4,merge,6.719999946653843,7.327999919652939,0.7563308020822581,500,0.00048828125,0.999995231628418,20260829
