gpu,batch,dtype,num_chunks,mode,median_us,p95_us,stdev_us,iterations,max_abs_error,cosine_similarity,seed
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,16,full,10.400000028312206,12.160000391304493,0.9390417855140022,500,0.000244140625,0.9999952912330627,20260829
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,16,merge,6.87999976798892,7.391999941319227,0.7300900465461674,500,0.000244140625,0.9999952912330627,20260829
NVIDIA B300 SXM6 AC,1,torch.float8_e4m3fn,16,partial,8.799999952316284,10.048000141978264,0.7884013948337214,500,0.000244140625,0.9999952912330627,20260829
